77,143,4.65,4.71,4.58,4.53,4.47,4.49,4.68
78,62,4.35,4.6,4.85,4.55,4.45,3.91,4.45
79,302,4.86,4.89,4.89,4.97,4.89,4.47,4.81
80,102,4.83,4.93,4.67,4.91,4.87,4.87,4.86
81,42,4.73,4.7,4.63,5,4.98,4.88,4.7
82,272,4.67,4.74,4.62,4.67,4.72,4.5,4.65
83,159,4.87,4.91,4.86,4.95,4.92,4.92,4.81
84,295,4.68,4.8,4.78,4.94,4.93,4.89,4.58
85,131,4.83,4.9,4.73,4.93,4.95,4.88,4.69
86,388,4.88,4.93,4.95,4.91,4.92,4.56,4.8
87,679,4.71,4.69,4.74,4.76,4.82,4.65,4.72
88,60,4.67,4.83,4.69,4.86,4.98,4.71,4.6
89,4,4.75,4.75,4.5,5,5,5,4.75
90,79,4.75,4.84,4.56,4.91,4.94,4.73,4.65
91,37,4.81,4.92,4.67,4.97,4.94,4.86,4.69
92,9,4.88,4.71,4.29,4.86,5,5,4.71
93,196,4.84,4.85,4.95,4.97,4.98,4.6,4.8
94,282,4.74,4.77,4.71,4.68,4.73,4.5,4.66
95,3,5,4.67,4.67,5,5,4.67,4.67
96,165,4.53,4.69,4.37,4.81,4.84,4.83,4.43
97,4,5,5,4.75,4.5,5,5,5
98,89,4.23,4.43,4.05,4.53,4.52,4.84,4.41
99,172,4.81,4.82,4.71,4.93,4.91,4.87,4.69
100,0,0,0,0,0,0,0,0
101,57,4.93,4.91,4.86,4.95,4.96,4.72,4.7
102,0,0,0,0,0,0,0,0
103,46,4.82,4.91,4.91,4.87,4.76,4.41,4.8
104,254,4.79,4.78,4.81,4.83,4.73,4.53,4.79
105,17,4.94,4.88,4.94,5,5,4.94,4.81
106,56,4.67,4.86,4.84,4.91,4.96,4.79,4.64
107,165,4.52,4.56,4.6,4.63,4.83,4.68,4.53
108,68,4.87,4.96,4.99,4.97,4.99,4.97,4.73
109,167,4.93,4.94,4.78,4.76,4.94,4.94,4.81
110,211,4.86,4.92,4.76,4.94,4.95,4.9,4.7
111,242,4.98,4.97,4.97,4.99,4.97,4.97,4.88
112,79,4.88,4.87,4.92,4.99,5,4.94,4.81
113,0,0,0,0,0,0,0,0
114,37,4.97,4.95,4.97,4.95,4.92,4.97,4.76
115,63,4.82,4.85,4.47,4.85,4.85,4.97,4.72
116,67,4.8,4.77,4.56,4.95,4.94,4.8,4.76
117,50,4.85,4.92,4.85,4.96,4.9,4.96,4.75
118,49,4.98,4.98,4.8,4.93,4.98,4.84,4.84
119,16,4.56,4.75,4.63,4.88,4.63,4.63,4.56
120,37,4.51,4.72,4.14,4.86,4.83,4.97,4.71
121,38,4.03,4.22,3.81,4.78,4.58,4.05,4.13
122,268,4.67,4.76,4.55,4.89,4.9,4.32,4.66
123,47,4.67,4.81,4.36,4.77,4.83,4.51,4.68
124,3,4.67,5,4.67,4,4.67,4.67,4.67
125,419,4.84,4.83,4.85,4.86,4.88,4.69,4.79
126,20,4.58,4.94,4.82,4.71,4.88,3.65,4.76
127,58,4.84,4.9,4.93,4.97,4.84,4.53,4.71
128,11,4.73,4.9,4.6,5,5,4.5,4.6
129,232,4.41,4.48,3.93,4.86,4.79,4.84,4.5
130,10,5,5,5,5,4.9,4.8,4.6
131,10,4.7,5,4.78,4.89,4.89,4.11,4.78
132,36,4.86,4.77,4.58,4.89,4.83,4.97,4.8
133,112,4.12,4.07,3.68,4.42,4.4,4.19,4.19
134,2,4,5,5,5,4.5,3.5,4.5
135,281,4.79,4.89,4.7,4.88,4.93,4.84,4.66
136,79,4.91,4.94,4.92,4.95,4.95,4.91,4.9
137,248,4.43,4.59,4.41,4.8,4.82,4.2,4.43
138,5,5,5,4.8,5,5,4.4,4.8
139,30,4.87,4.97,4.93,4.97,4.87,4.87,4.77
140,0,0,0,0,0,0,0,0
141,241,4.45,4.57,4.7,4.73,4.63,4.26,4.44
142,172,4.72,4.81,4.73,4.92,4.89,4.62,4.69
143,149,4.87,4.86,4.78,4.86,4.97,4.58,4.72
144,11,5,4.82,4.82,4.82,5,4.91,4.73
145,18,4.81,4.78,4.44,4.94,5,4.67,4.83
146,150,4.69,4.79,4.55,4.84,4.86,4.44,4.71
147,119,4.94,4.97,4.91,4.96,4.95,4.81,4.89
148,38,4.8,4.84,4.68,4.89,4.92,5,4.64
149,36,4.9,4.81,4.48,4.97,4.97,4.52,4.58
150,142,4.79,4.89,4.91,4.88,4.94,4.89,4.54
151,8,4.17,4.71,4.86,4.57,4.57,3.57,4.57
152,16,4.93,4.87,4.67,4.93,4.86,5,4.73
153,469,4.86,4.84,4.79,4.94,4.93,4.66,4.85
154,12,4.9,5,5,5,5,5,4.73
155,352,4.76,4.72,4.72,4.89,4.88,4.9,4.65
156,1,5,5,4,5,5,4,5
157,178,4.63,4.69,4.74,4.78,4.71,4.85,4.68
158,274,4.75,4.86,4.83,4.86,4.81,4.51,4.82
159,34,4.76,4.88,4.64,4.94,4.88,4.7,4.85
160,41,4.63,4.7,4.48,4.89,4.9,4.84,4.59
161,176,4.5,4.66,4.41,4.79,4.63,4.31,4.55
162,248,4.61,4.71,4.83,4.8,4.61,4.34,4.59
163,90,4.81,4.87,4.88,4.96,4.97,4.38,4.73
164,57,4.45,4.55,3.89,4.61,4.61,4.91,4.41
165,91,4.86,4.89,4.84,4.89,4.89,4.72,4.86
166,3,3.67,3.33,3,4.67,4.33,5,4.33
167,129,4.63,4.66,4.57,4.56,4.54,4.47,4.54
168,94,4.71,4.79,4.82,4.94,4.87,4.79,4.63
169,145,4.85,4.85,4.75,4.82,4.78,4.96,4.84
170,26,4.58,4.64,4.44,4.96,4.8,4.92,4.44
171,133,4.81,4.88,4.69,4.91,4.93,4.97,4.67
172,42,4.86,4.88,4.78,4.93,4.95,4.95,4.83
173,82,4.38,4.67,4.2,4.51,4.58,4.24,4.27
174,193,4.93,4.9,4.91,4.94,4.96,4.97,4.84
175,255,4.71,4.91,4.74,4.92,4.87,4.83,4.81
176,41,4.45,4.41,4.34,4.68,4.61,4.88,4.22
177,22,4.6,4.86,3.62,4.57,4.86,4.62,4.48
178,30,4.9,4.93,4.63,4.97,4.9,4.67,4.63
179,32,4.53,4.63,4.03,4.84,4.94,4.88,4.5
180,18,4.75,4.83,4.72,4.89,4.94,4.56,4.72
181,18,4.88,4.87,4.75,4.94,4.88,4.88,4.81
182,114,4.9,4.93,4.84,4.91,4.9,4.95,4.81
183,305,4.75,4.81,4.46,4.94,4.93,4.83,4.73
184,59,4.98,4.95,4.9,4.97,4.98,4.88,4.92
185,19,4.95,4.89,4.79,4.79,4.84,4.95,4.84
186,347,4.82,4.8,4.87,4.85,4.85,4.76,4.78
187,92,4.44,4.5,4.34,4.74,4.77,3.68,4.25
188,27,4.54,4.75,4.79,4.92,4.84,3.84,4.5
189,145,4.75,4.67,4.44,4.88,4.97,4.99,4.62
190,76,4.76,4.79,4.45,4.95,4.95,4.61,4.75
191,62,4.87,4.89,4.71,4.97,4.95,4.92,4.87
192,56,4.98,5,4.96,5,5,4.91,4.96
193,460,4.17,4.15,4.39,4.67,4.52,4.79,4.2
194,187,4.63,4.65,4.55,4.74,4.8,4.5,4.61
195,61,4.54,4.3,4.47,4.78,4.78,4.52,4.52
196,6,4.83,4.67,4.83,5,5,4.67,4.33
197,122,4.61,4.64,4.42,4.87,4.9,4.69,4.54
198,165,4.47,4.61,4.34,4.78,4.63,4.19,4.64
199,0,0,0,0,0,0,0,0
200,15,5,4.79,4.93,4.93,5,4.43,4.86
201,197,4.92,4.94,4.92,4.91,4.97,4.95,4.91
202,32,4.9,5,4.78,5,5,4.84,4.66
203,261,4.81,4.84,4.83,4.89,4.88,4.89,4.83
204,25,4.96,4.88,4.8,4.96,4.96,4.72,4.72
205,31,4.68,4.67,4.47,4.73,4.83,4.5,4.57
206,5,5,5,4.8,5,5,5,4.8
207,126,4.78,4.91,4.87,4.98,4.97,4.67,4.69
208,19,4.95,4.95,4.89,5,5,5,4.74
209,124,4.76,4.87,4.82,4.94,4.92,4.39,4.55
210,346,4.68,4.79,4.69,4.89,4.86,4.48,4.7
211,2,4.5,4,3.5,5,5,5,4
212,63,4.87,4.74,4.75,4.9,4.92,4.95,4.82
213,47,4.96,5,4.98,4.96,5,5,4.85
214,142,4.73,4.74,4.76,4.96,4.94,4.81,4.68
215,1,4,5,4,5,5,5,5
216,102,4.64,4.78,4.56,4.9,4.94,4.48,4.62
217,35,4.77,4.86,4.66,4.89,4.94,4.94,4.77
218,313,4.7,4.84,4.64,4.91,4.91,4.94,4.73
219,126,4.57,4.5,3.94,4.76,4.76,4.93,4.54
220,229,4.6,4.65,4.14,4.89,4.87,4.46,4.61
221,90,4.66,4.72,4.81,4.72,4.72,4.62,4.59
222,255,4.81,4.83,4.83,4.87,4.89,4.5,4.72
223,41,4.83,4.83,4.83,4.95,5,4.95,4.7
224,132,4.5,4.62,4.41,4.71,4.7,4.56,4.42
225,0,0,0,0,0,0,0,0
226,106,4.84,4.89,4.96,4.94,4.91,4.97,4.74
227,70,4.41,4.37,4.47,4.62,4.83,4.04,4.45
228,8,5,5,5,5,4.88,4.75,4.88
229,112,4.6,4.66,4.51,4.87,4.91,4.87,4.44
230,158,4.9,4.88,4.95,4.98,4.96,4.57,4.79
231,151,4.76,4.83,4.75,4.91,4.89,4.58,4.72
232,4,4.75,4.75,5,4.75,4.75,5,5
233,126,4.61,4.51,4.51,4.86,4.87,4.26,4.69
234,14,4.82,4.58,4.83,5,5,5,4.83
235,64,4.56,4.78,4.06,4.84,4.88,4.56,4.52
236,305,4.9,4.9,4.9,4.93,4.94,4.83,4.86
237,12,5,5,4.92,5,5,5,4.92
238,9,4.67,4.44,4.67,5,5,4.22,4.44
239,65,4.97,4.92,4.89,4.95,4.98,4.91,4.85
240,1,5,5,5,4,4,5,5
241,154,4.92,4.94,4.92,4.93,4.88,4.94,4.8
242,28,4.75,4.86,4.18,4.86,4.89,4.89,4.82
243,32,4.88,4.84,4.65,4.9,4.97,4.77,4.65
244,36,4.75,4.89,4.69,4.83,4.83,4.33,4.64
245,59,4.72,4.58,4.42,4.59,4.83,4.19,4.51
246,36,4.8,4.94,4.75,4.89,4.97,5,4.72
247,19,4.81,4.89,4.95,4.95,5,4.89,4.63
248,11,4.8,4.91,4.27,5,4.55,4.91,4.64
249,95,4.58,4.73,4.65,4.94,4.95,4.49,4.6
250,249,4.92,4.94,4.93,4.97,4.97,4.94,4.87
251,103,4.58,4.73,4.13,4.53,4.76,4.92,4.61
252,258,4.6,4.61,4.75,4.77,4.69,4.33,4.56
253,92,4.9,4.95,4.98,4.99,4.99,4.26,4.78
254,8,4.63,4.88,4.63,5,5,4.75,5
255,121,4.9,4.97,4.99,4.96,4.95,4.67,4.82
256,31,4.18,3.89,4.25,4.11,4,3.64,3.93
257,496,4.86,4.94,4.92,4.89,4.92,4.54,4.83
258,4,5,4.75,4.5,4.5,5,5,4.75
259,24,4.74,4.5,3.82,4.86,5,4.5,4.59
260,39,4.92,4.85,4.95,4.97,4.95,4.97,4.82
261,85,4.88,4.89,4.71,4.99,4.94,4.99,4.81
262,155,4.69,4.77,4.65,4.83,4.88,4.86,4.61
263,115,4.7,4.66,4.13,4.84,4.9,4.81,4.47
264,162,4.78,4.81,4.84,4.86,4.86,4.98,4.73
265,56,4.87,4.9,4.91,4.92,4.95,4.75,4.81
266,6,5,5,4.5,5,5,4.83,4.67
267,275,4.63,4.69,4.57,4.83,4.76,4.52,4.61
268,5,4.25,4.2,3,4.6,5,5,4.2
269,35,4.74,4.74,4.85,4.68,4.71,4.35,4.44
270,41,4.63,4.83,4.32,4.85,4.85,4.34,4.56
271,6,4.83,5,5,5,5,4.83,4.67
272,4,3.75,4,3,5,4.5,3.5,4.5
273,25,4.76,4.84,4.88,4.72,4.68,4.68,4.64
274,7,4.71,4.57,4.71,5,4.86,4.14,4.29
275,48,4.38,4.49,4.32,4.5,4.73,4.45,4.43
276,11,5,4.91,5,5,5,4.73,5
277,0,0,0,0,0,0,0,0
278,208,4.94,4.92,4.96,4.99,4.99,5,4.88
279,5,4.8,4.8,4.8,5,5,5,4.6
280,48,4.81,4.96,4.92,4.94,4.94,4.63,4.71
281,30,4.79,4.87,4.7,4.76,4.9,4.34,4.62
282,91,4.86,4.86,4.92,4.88,4.89,4.64,4.84
283,22,4.77,4.95,4.64,4.95,4.95,4.95,4.68
284,36,4.78,4.89,4.75,4.78,4.89,4.61,4.64
285,42,4.88,4.8,4.9,4.9,4.88,4.66,4.63
286,49,4.81,4.82,4.82,4.86,4.8,4.45,4.71
287,70,4.78,4.86,4.9,4.96,4.87,4.67,4.7
288,81,4.83,4.89,4.85,4.9,4.89,4.76,4.56
289,12,5,4.92,5,5,4.92,4.67,4.58
290,8,4.88,4.75,5,4.88,5,4.88,4.75
291,13,4.92,5,5,4.92,4.92,4.92,4.77
292,31,4.74,4.83,4.87,4.93,4.77,4.6,4.57
293,5,5,4.8,5,4.8,5,4,4.6
294,45,4.93,4.93,4.89,5,5,4.93,4.96
295,253,4.58,4.66,4.43,4.85,4.87,4.35,4.56
296,25,4.95,4.92,4.88,4.96,5,4.75,4.79
297,39,4.87,4.92,4.74,4.95,4.89,4.74,4.79
298,55,4.74,4.81,4.76,4.85,4.91,4.83,4.65
299,9,5,4.78,4.78,4.89,5,5,4.89
300,143,4.85,4.91,4.83,4.92,4.9,4.75,4.87
301,4,4.67,4,2.75,4.25,4.75,4,4
302,35,4.73,4.85,4.36,4.76,4.79,4.81,4.73
303,19,4.95,4.95,4.89,4.84,4.68,5,4.84
304,8,4.75,4.88,4.13,5,5,5,4.75
305,75,4.59,4.72,4.47,4.81,4.77,4.39,4.59
306,11,4.91,5,5,5,4.91,4.91,4.82
307,129,4.67,4.84,4.64,4.94,4.95,4.29,4.71
308,0,0,0,0,0,0,0,0
309,23,4.96,4.96,4.87,5,5,5,4.78
310,242,4.99,4.99,4.98,4.99,5,4.95,4.89
311,8,4.88,4.63,4.5,4.63,4.88,4.88,4.75
312,11,4.89,4.73,4.64,4.91,4.91,4.73,4.64
313,78,4.59,4.71,4.2,4.88,4.91,4.95,4.57
314,90,4.23,4.49,3.71,4.85,4.88,4.81,4.25
315,10,5,5,5,5,5,4.9,4.9
316,25,4.96,4.88,4.96,5,4.96,4.79,4.96
317,57,4.96,5,4.95,5,4.96,4.89,4.95
318,1,5,4,5,5,5,5,5
319,47,4.53,4.61,4.61,4.63,4.67,4.33,4.27
320,1,5,5,5,5,5,5,5
321,32,4.84,4.72,4.91,4.84,4.88,4.28,4.78
322,19,4.71,4.42,4.32,4.79,4.84,4.63,4.63
323,39,4.69,4.77,4.31,4.77,4.87,4.74,4.67
324,285,4.79,4.83,4.86,4.92,4.93,4.76,4.78
325,18,4.76,4.65,4.47,4.82,5,4.59,4.88
326,36,4.8,4.76,4.61,4.82,4.86,4.97,4.76
327,19,4.11,4.33,2.95,4.72,4.68,4.89,4.26
328,21,4.29,4.62,4.1,4.81,4.81,4.43,4.52
329,105,4.8,4.62,4.9,4.86,4.89,4.62,4.62
330,134,4.41,4.63,4.56,4.7,4.83,4.52,4.52
331,1,5,5,5,5,5,5,5
332,240,4.71,4.74,4.44,4.88,4.86,4.47,4.7
333,2,5,5,4,5,5,5,4
334,185,4.87,4.87,4.76,4.94,4.91,4.98,4.69
335,272,4.49,4.23,4.38,4.72,4.7,4.28,4.54
336,3,3.67,4.67,4.33,5,4.67,4.67,5
337,0,0,0,0,0,0,0,0
338,217,4.87,4.81,4.78,4.9,4.94,4.76,4.86
339,1,5,5,5,5,5,5,4
340,142,4.93,4.96,4.85,4.97,4.96,4.83,4.88
341,69,4.74,4.82,4.74,4.87,4.87,4.81,4.7
342,10,4.7,4.9,4.8,4.89,4.7,5,4.78
343,345,4.84,4.94,4.72,4.97,4.97,4.81,4.81
344,101,4.66,4.62,4.66,4.93,4.85,4.69,4.72
345,74,4.93,4.89,4.82,4.94,4.94,4.96,4.83
346,130,4.98,4.95,4.99,4.99,4.98,4.97,4.83
347,56,4.71,4.8,4.56,4.79,4.83,4.85,4.66
348,15,4.53,4.36,4.27,4.6,4.73,4.6,4.27
349,157,4.82,4.87,4.9,4.96,4.93,4.95,4.64
350,5,5,5,4.8,5,5,5,5
351,6,4.83,5,4.5,5,4.67,5,4.83
352,5,4,3.6,2.6,4.6,4.6,4.6,4
353,0,0,0,0,0,0,0,0
354,114,4.87,4.94,4.91,4.84,4.86,5,4.8
355,49,4.83,4.89,4.87,4.89,4.83,4.65,4.7
356,87,4.81,4.86,4.85,4.92,4.94,4.47,4.74
357,137,4.8,4.85,4.76,4.79,4.85,4.93,4.76
358,159,4.81,4.81,4.88,4.85,4.84,4.72,4.66
359,152,4.85,4.83,4.87,4.93,4.91,4.69,4.74
360,45,4.91,4.91,4.89,5,4.93,4.69,4.67
361,1,4,4,3,4,5,4,3
362,56,4.93,4.93,4.75,4.89,5,4.96,4.8
363,62,4.79,4.79,4.9,4.9,4.9,4.87,4.8
364,20,4.5,4.39,3.61,4.89,4.94,4.89,4.44
365,45,4.6,4.91,4.73,4.84,4.71,4.56,4.49
366,0,0,0,0,0,0,0,0
367,27,4.67,4.85,4.59,4.78,4.63,5,4.74
368,8,4.67,4.88,4.63,5,4.75,4.38,4.38
369,9,3.43,4.13,3.38,4.25,4.25,4.25,3.25
370,6,4.4,4.17,4.17,4.33,4.67,4.67,4.17
371,5,5,5,4.6,5,5,5,4.8
372,12,4.5,4.58,3.58,4.83,4.75,3.83,4.17
373,7,4.6,4.71,4,5,4.29,4.57,4.14
374,10,4.57,4.9,4.5,4.3,4.3,4.5,4
375,129,4.6,4.79,4.32,4.76,4.61,4.67,4.72
376,31,4.17,3.97,3.71,4.74,4.65,4.19,4.03
377,29,4.26,4.29,3.61,4.57,4.56,4.43,4.14
378,98,4.87,4.87,4.59,4.95,4.93,4.76,4.82
379,1,5,5,5,5,5,5,5
380,132,4.67,4.71,4.28,4.89,4.93,4.69,4.7
381,68,4.72,4.55,4.76,4.92,4.95,4.86,4.55
382,186,4.73,4.8,4.74,4.92,4.91,4.95,4.72
383,91,4.97,4.99,5,4.98,4.98,4.8,4.97
384,32,4.75,4.81,4.66,5,4.91,4.72,4.78
385,25,4.68,4.76,4.72,4.84,4.76,4.72,4.48
386,18,4.78,4.82,4.76,5,5,4.88,4.82
387,78,4.86,4.92,4.92,4.9,4.97,4.76,4.77
388,286,4.82,4.8,4.73,4.86,4.88,4.97,4.73
389,25,4.76,4.84,4.54,4.72,4.8,4.75,4.71
390,162,4.8,4.88,4.82,4.8,4.9,4.91,4.7
391,36,4.66,4.75,4.36,4.91,4.94,4.86,4.62
392,49,4.73,4.61,4.41,4.63,4.71,4.96,4.47
393,144,4.86,4.89,4.9,4.91,4.92,4.68,4.74
394,3,4.67,5,4.33,5,5,5,4.67
395,179,4.77,4.82,4.6,4.85,4.85,4.94,4.71
396,52,4.67,4.84,4.57,4.84,4.88,4.86,4.6
397,94,4.79,4.83,4.69,4.9,4.86,4.59,4.7
398,201,4.88,4.88,4.88,4.96,4.99,4.92,4.84
399,3,4.67,4.67,5,5,5,5,4.67
400,60,4.79,4.82,4.93,4.93,4.98,4.82,4.88
401,19,4.84,4.88,4.53,4.76,4.94,4.56,4.67
402,3,5,5,4.67,5,5,4.33,5
403,10,4.22,4.1,4.1,4.5,4.6,4.7,4.1
404,153,4.96,4.97,4.92,4.97,4.99,4.98,4.86
405,10,4.44,4.7,4.7,5,4.78,4.22,4.67
406,161,4.39,4.5,4.26,4.4,4.31,4.79,4.4
407,44,4.8,4.8,4.66,4.93,4.95,4.75,4.77
408,1,5,5,5,5,5,5,5
409,2,5,4,4,5,5,4,4
410,11,5,5,5,5,5,4.91,4.73
411,121,4.97,4.96,4.98,4.98,5,4.99,4.82
412,14,4.69,4.71,4.86,4.79,4.93,5,4.71
413,21,5,5,4.95,5,5,4.95,4.85
414,3,5,5,4.67,5,5,5,5
415,2,5,5,5,4.5,5,5,5
416,146,4.74,4.83,4.77,4.84,4.86,4.87,4.65
417,104,4.66,4.74,4.57,4.89,4.86,4.86,4.7
418,116,4.85,4.9,4.89,4.98,4.92,4.89,4.86
419,10,4.9,4.7,4.7,4.9,4.9,4.7,4.7
420,57,4.77,4.7,4.75,4.82,4.84,4.45,4.71
421,13,4.54,4.58,4.83,5,5,4.83,4.83
422,42,4.73,4.83,4.9,4.95,4.88,4.36,4.67
423,25,4.68,4.63,5,4.92,4.96,4.96,4.8
424,52,4.63,4.71,4.41,4.86,4.92,4.49,4.55
425,17,5,5,4.88,5,5,5,5
426,6,5,3.8,4.4,4.8,4.8,5,4.4
427,332,4.71,4.67,4.83,4.94,4.94,4.71,4.62
428,0,0,0,0,0,0,0,0
429,125,4.77,4.86,4.64,4.91,4.94,4.77,4.77
430,33,4.89,4.88,4.91,5,5,4.88,4.63
431,9,4.83,5,4.56,4.78,4.78,4.67,4.67
432,184,4.77,4.82,4.66,4.92,4.94,4.59,4.77
433,178,4.93,4.96,4.96,4.97,4.98,4.88,4.84
434,1,5,5,5,5,5,5,5
435,46,4.64,4.57,4.37,4.85,4.85,4.8,4.65
436,348,4.71,4.8,4.78,4.92,4.87,4.97,4.71
437,0,0,0,0,0,0,0,0
438,36,4.75,4.64,3.81,4.92,4.92,4.83,4.67
439,42,4.74,4.74,4.76,4.9,4.9,4.79,4.62
440,19,4.79,4.79,4.32,4.58,4.84,4.42,4.63
441,12,4.9,4.58,4.42,4.58,4.67,4.58,4.67
442,7,4.83,4.83,4.5,5,5,4.67,4.83
443,117,4.94,4.92,4.88,5,5,4.88,4.86
444,69,4.94,4.84,4.91,4.96,4.93,4.84,4.81
445,10,4.8,4.7,4.6,4.5,4.8,4.9,4.6
446,49,4.92,4.92,4.83,4.85,4.98,4.92,4.83
447,111,4.85,4.86,4.59,4.9,4.93,4.92,4.75
448,66,4.52,4.7,4.3,4.86,4.77,4.32,4.47
449,21,4.95,5,4.67,5,5,5,5
450,4,4.75,5,4.75,5,5,5,4.5
451,9,4.75,4.56,4.22,4.67,4.78,4.67,4.56
452,3,5,5,5,5,5,5,5
453,329,4.73,4.87,4.69,4.92,4.9,4.45,4.78
454,11,5,4.91,4.73,5,4.91,5,5
455,38,4.54,4.66,4.68,4.89,4.87,4.97,4.37
456,23,4.9,4.96,5,5,4.96,4.57,4.86
457,1,4,4,4,4,5,4,5
458,54,4.16,4.26,4.13,4.34,4.45,4.47,4.26
459,126,4.86,4.82,4.86,4.92,4.9,4.69,4.84
460,135,4.8,4.81,4.84,4.97,4.96,5,4.71
461,3,5,4,5,5,4,4.5,5
462,215,4.8,4.85,4.91,4.85,4.87,4.92,4.75
463,479,4.52,4.62,4.39,4.79,4.79,4.8,4.57
464,16,4.88,4.93,4.93,4.93,5,4.8,4.53
465,7,4.83,4.29,3.71,4.57,5,4,4
466,3,5,5,4.33,5,5,4.33,5
467,11,4.82,4.82,4.64,4.82,4.73,4.64,4.64
468,21,4.45,4.57,4.14,4.86,4.81,4.9,4.35
469,445,4.67,4.74,4.73,4.81,4.91,4.89,4.68
470,6,4.5,4.8,4.4,4.8,4.6,5,4.6
471,1,5,5,5,5,5,5,5
472,230,4.27,4.19,4.07,4.45,4.56,4.77,4.28
473,23,4.55,4.57,4.35,4.74,4.91,4.65,4.65
474,9,4.5,4.11,4.33,4.67,4.56,4.67,4.33
475,87,4.85,4.81,4.8,4.87,4.91,4.91,4.72
476,2,5,4.5,4.5,5,5,4.5,5
477,12,4.67,4.5,4.42,5,5,5,4.58
478,217,4.86,4.85,4.79,4.91,4.95,4.95,4.82
479,295,4.81,4.92,4.8,4.97,4.95,4.51,4.82
480,40,4.78,4.93,4.08,4.83,4.73,4.82,4.75
481,478,4.62,4.71,4.62,4.75,4.86,4.45,4.68
482,227,4.9,4.96,4.94,4.96,4.96,4.98,4.93
483,5,5,5,5,5,5,5,5
484,8,5,4.88,5,4.63,4.88,4.88,5
485,2,5,5,5,5,5,4.5,5
486,3,4,4.33,3.33,4.67,5,3.67,4.33
487,660,4.65,4.72,4.69,4.73,4.79,4.67,4.72
488,75,4.86,4.76,4.73,4.85,4.84,4.57,4.75
489,1,5,5,5,5,5,5,5
490,73,4.96,4.92,4.86,4.94,4.88,4.93,4.86
491,4,5,5,5,4.75,5,5,5
492,27,4.75,4.81,4.59,4.63,4.7,4.52,4.67
493,12,5,4.92,4.83,5,5,4.92,5
494,63,4.79,4.87,4.73,4.82,4.92,4.69,4.76
495,3,4.67,4.33,4.67,5,4.67,4.33,4.33
496,63,4.89,4.86,4.86,4.85,4.94,4.78,4.77
497,29,4.5,4.45,4,4.96,4.93,4.86,4.5
498,228,4.83,4.88,4.96,4.97,4.96,4.91,4.75
499,58,4.91,4.95,4.74,5,5,4.97,4.86
500,72,4.87,4.9,4.81,4.92,4.88,4.75,4.76
501,9,4.89,4.89,4.89,5,4.67,4.89,4.78
502,234,4.88,4.94,4.96,4.97,4.95,4.76,4.81
503,17,4.94,5,4.82,4.93,5,5,4.8
504,220,4.98,4.98,5,4.99,4.97,4.97,4.88
505,1,0,5,4,5,5,5,5
506,153,4.93,4.97,4.9,4.94,4.9,4.64,4.86
507,8,4.75,4.63,4.75,4.75,4.88,4.88,4.63
508,21,4.95,4.95,4.81,4.95,5,5,4.9
509,84,4.81,4.85,4.89,4.89,4.95,4.94,4.63
510,65,4.6,4.75,4.73,4.84,4.89,4.86,4.63
511,1,5,5,5,5,5,5,5
512,52,4.83,4.87,4.9,4.96,4.94,4.75,4.71
513,27,4.6,4.84,4.52,4.76,4.76,4.2,4.6
514,63,4.59,4.68,4.81,4.79,4.57,4.43,4.6
515,41,4.71,4.73,4.66,4.73,4.8,4.78,4.58
516,1,5,5,4,5,4,5,5
517,249,4.89,4.92,4.94,4.96,4.94,4.92,4.8
518,0,0,0,0,0,0,0,0
519,3,5,4.67,5,5,5,4.33,5
520,15,4.8,4.67,4.73,4.87,4.93,4.93,4.8
521,262,4.73,4.8,4.86,4.94,4.95,4.76,4.73
522,2,5,5,4.5,5,5,5,4.5
523,5,5,4.6,5,4.8,5,5,5
524,30,5,5,5,5,5,5,4.9
525,184,4.65,4.7,4.6,4.8,4.86,4.76,4.49
526,46,4.7,4.72,4.72,4.89,4.87,4.54,4.63
527,9,4.78,4.89,4.78,4.78,5,4.89,4.78
528,14,4.64,4.43,4.29,4.86,4.64,4.86,4.57
529,1,4,4,3,5,5,5,4
530,326,4.85,4.9,4.81,4.91,4.9,4.55,4.72
531,94,4.77,4.71,4.49,4.82,4.9,4.93,4.71
532,303,4.73,4.7,4.67,4.93,4.91,4.77,4.78
533,27,4.62,4.62,4.58,4.81,4.92,4.65,4.5
534,114,4.75,4.48,4.58,4.85,4.92,4.99,4.5
535,99,4.87,4.92,4.93,4.94,4.95,4.96,4.78
536,27,4.81,4.69,4.35,4.96,4.96,4.69,4.85
537,328,4.72,4.8,4.63,4.73,4.81,4.86,4.62
538,36,4.75,4.79,4.59,4.94,5,4.68,4.76
539,74,4.65,4.61,4.76,4.9,4.83,4.7,4.47
540,269,4.87,4.93,4.78,4.9,4.94,4.62,4.79
541,151,4.74,4.81,4.68,4.89,4.92,4.73,4.79
542,0,0,0,0,0,0,0,0
543,23,4.87,4.78,4.74,4.91,4.87,4.91,4.83
544,2,5,5,5,5,5,5,5
545,19,4.32,4.21,4.32,4.63,4.58,4,4.26
546,0,0,0,0,0,0,0,0
547,5,4.8,5,4.6,5,5,5,4.8
548,7,4.86,4.86,4.43,5,5,5,4.86
549,15,5,5,4.93,4.93,5,4.79,4.79
550,16,4.75,4.94,4.94,4.88,5,4.75,4.88
551,253,4.73,4.82,4.77,4.8,4.82,4.49,4.68
552,193,4.89,4.93,4.94,4.96,4.96,4.84,4.88
553,21,4.95,4.76,4.9,5,5,4.81,4.95
